id,datetimestamp,amount,convertedvalue,category,currency,name,description,accountid
1311,2023-08-09,-7.9,-7.9,Food,USD,"Frittenwerk Stuttgart","FRITTENWERK STUTTGART    STUTTGART",2
1312,2023-08-09,-28.03,-28.03,Food,USD,"Tegut Filiale Stuttgart","Tegut Filiale 2328       STUTTGART",2
1313,2023-08-08,-13.14,-13.14,Food,USD,"McDonald's","MCDONALDS 01707          STUTTGART",2
1314,2023-08-08,-250.0,-250.0,Other,USD,Wise,"Wise Ltd         TrnWise    ***********0067",2
1315,2023-08-08,-14.32,-14.32,Food,USD,"Tegut Filiale Stuttgart","Tegut Filiale 2328       STUTTGART",2
1316,2023-08-07,-74.0,-74.0,Food,USD,"Marc Schuster E K Stuttgart","MARC SCHUSTER E.K.       STUTTGART",2
1317,2023-08-07,-44.91,-44.91,Food,USD,"Netto Marken-Discount","Netto Marken-Discount    STUTTGART",2
1318,2023-08-07,-73.0,-73.0,Other,USD,"Tieraerztliche Gem Praxisstuttgart","Tieraerztliche Gem.praxisSTUTTGART",2
1319,2023-08-04,-22.59,-22.59,Entertainment,USD,Microsoft,"MSFT * E0800OGECK        MSFT AZURE",2
1320,2023-08-03,-12.08,-12.08,Entertainment,USD,"Amazon Web Services","Amazon web services      AWS.AMAZON.COWA",2
1321,2023-08-02,-1.46,-1.46,Entertainment,USD,"Google Cloud","Google CLOUD D636v3      DUBLIN",2
1322,2023-08-02,-51.15,-51.15,Utilities,USD,American,"AMERICAN INTERNATIONAL MO800-8412782  GA",2
1323,2023-08-02,-200.0,-200.0,Shopping,USD,Exchange,"AAFES-ARMY       ACH PYMT   ***********9616",2
1324,2023-07-31,-43.67,-43.67,Entertainment,USD,Ancestry,"ANC*ANCESTRY.COM         800-2623787  UT",2
1325,2023-07-31,-9.52,-9.52,Shopping,USD,"Mcpaper Stuttgart","MCPAPER STUTTGART 9361   STUTTGART",2
1326,2023-07-28,1898.01,1898.01,Income,USD,"Defense Finance and Accounting Service","DFAS-CLEVELAND   RET NET    ***********8900",2
1327,2023-07-26,-19.14,-19.14,Food,USD,"Sumup Das Nudel Ding Gmfrankfurt Am","SUMUP  *DAS NUDEL DING GMFRANKFURT AM",2
1328,2023-07-25,-112.09,-112.09,Other,USD,Wise,"Wise Ltd         TrnWise    ***********5797",2
1329,2023-07-24,-22.89,-22.89,Food,USD,"Rewe Lang & Co Stuttgart","REWE Lang GmbH & Co. KG  STUTTGART",2
1330,2023-07-19,-28.46,-28.46,Shopping,USD,"Decathlon Deutschland Se Stuttgart","DECATHLON Deutschland SE STUTTGART",2
1331,2023-07-18,-23.48,-23.48,Insurance,USD,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********5038",2
1332,2023-07-17,-13.62,-13.62,Entertainment,USD,"YouTube Premium","GOOGLE *YouTubePremium   G.CO/HELPPAY#",2
1333,2023-07-17,-49.7,-49.7,Food,USD,"Netto Marken-Discount","Netto Marken-Discount    STUTTGART",2
1334,2023-07-17,-46.43,-46.43,Shopping,USD,Amazon,"AMZN Mktp DE*5H6YL2W35   AMAZON.DE",2
1335,2023-07-10,-26.58,-26.58,Food,USD,"Burger King","BURGER KING 13725        SINDELFINGEN",2
1336,2023-07-06,-400.0,-400.0,Credit,USD,"USAA Credit Card","USAA CREDIT CARD PAYMENT",2
1337,2023-07-05,-22.73,-22.73,Entertainment,USD,Microsoft,"MSFT * E0800O2GW8        MSFT AZURE",2
1338,2023-07-05,-51.15,-51.15,Utilities,USD,American,"AMERICAN INTERNATIONAL MO800-8412782  GA",2
1339,2023-07-05,-200.0,-200.0,Shopping,USD,Exchange,"AAFES-ARMY       ACH PYMT   ***********9616",2
1340,2023-07-03,-7.28,-7.28,Entertainment,USD,"Google Cloud","GOOGLE*CLOUD CFM69Z      CC GOOGLE.COM",2
1341,2023-07-03,-100.0,-100.0,Credit,USD,"Chase Credit Card","CHASE CREDIT CRD EPAY       ***********2404",2
1342,2023-07-03,-43.67,-43.67,Entertainment,USD,Ancestry,"ANC*ANCESTRY.COM         800-2623787  UT",2
1343,2023-07-03,-12.32,-12.32,Entertainment,USD,"Amazon Web Services","Amazon web services      AWS.AMAZON.COWA",2
1344,2023-06-28,1898.01,1898.01,Income,USD,"Defense Finance and Accounting Service","DFAS-CLEVELAND   RET NET    ***********8900",2
1345,2023-06-26,-7.89,-7.89,Food,USD,Subway,"Subway 68241 Milaneo     STUTTGART",2
1346,2023-06-26,-92.58,-92.58,Food,USD,"Netto Marken-Discount","Netto Marken-Discount    STUTTGART",2
1347,2023-06-23,-16.31,-16.31,Food,USD,"Tegut Filiale Stuttgart","Tegut Filiale 2328       STUTTGART",2
1348,2023-06-21,-10.44,-10.44,Food,USD,"McDonald's","MCDONALDS 01707          STUTTGART",2
1349,2023-06-20,-99.4,-99.4,Food,USD,"Netto Marken-Discount","Netto Marken-Discount    STUTTGART",2
1350,2023-06-20,-53.51,-53.51,Food,USD,"Orient Master Stuttgart","Orient Master GmbH       STUTTGART",2
1351,2023-06-20,-27.32,-27.32,Food,USD,"Tegut Filiale Stuttgart","Tegut Filiale 2328       STUTTGART",2
1352,2023-06-16,-13.16,-13.16,Entertainment,USD,"YouTube Premium","GOOGLE *YouTubePremium   G.CO/HELPPAY#",2
1353,2023-06-16,-23.48,-23.48,Insurance,USD,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********5038",2
1354,2023-06-15,-87.8,-87.8,Entertainment,USD,"Baden Wuerttembergimilaneo",256100BADEN-WUERTTEMBERGIMILANEO,2
1355,2023-06-15,-300.0,-300.0,Credit,USD,"USAA Credit Card","USAA CREDIT CARD PAYMENT",2
1356,2023-06-15,-23.1,-23.1,Food,USD,"Tegut Filiale Stuttgart","Tegut Filiale 2328       STUTTGART",2
1357,2023-06-15,-6.25,-6.25,Food,USD,"Tegut Filiale Stuttgart","Tegut Filiale 2328       STUTTGART",2
1358,2023-06-13,-60.0,-60.0,Credit,USD,"Chase Credit Card","CHASE CREDIT CRD EPAY       ***********4368",2
1359,2023-06-07,-350.5,-350.5,Other,USD,"Tieraerztliche Gem Praxisstuttgart","Tieraerztliche Gem.praxisSTUTTGART",2
1360,2023-06-05,-12.69,-12.69,Entertainment,USD,Microsoft,"MSFT * E0800NOJ65        MSFT AZURE",2
1361,2023-06-02,-7.14,-7.14,Entertainment,USD,"Google Cloud","GOOGLE*CLOUD KSR489      CC GOOGLE.COM",2
1362,2023-06-02,-12.63,-12.63,Entertainment,USD,"Amazon Web Services","Amazon web services      AWS.AMAZON.COWA",2
1363,2023-06-02,-51.15,-51.15,Utilities,USD,American,"AMERICAN INTERNATIONAL MO800-8412782  GA",2
1364,2023-06-02,-38.0,-38.0,Shopping,USD,Amazon,"AMZN Mktp US*7O8IT8SK3   AMZN.COM/BILLWA",2
1365,2023-05-31,-200.0,-200.0,Credit,USD,"USAA Credit Card","USAA CREDIT CARD PAYMENT",2
1366,2023-05-31,-43.67,-43.67,Entertainment,USD,Ancestry,"ANC*ANCESTRY.COM         800-2623787  UT",2
1367,2023-05-30,1898.01,1898.01,Income,USD,"Defense Finance and Accounting Service","DFAS-CLEVELAND   RET NET    ***********8900",2
1368,2023-05-25,-37.73,-37.73,Food,USD,"Tegut Filiale Stuttgart","Tegut Filiale 2328       STUTTGART",2
1369,2023-05-24,-10.25,-10.25,Food,USD,"McDonald's","MCDONALDS 01707          STUTTGART",2
1370,2023-05-22,-58.5,-58.5,Food,USD,"Marc Schuster E K Stuttgart","MARC SCHUSTER E.K.       STUTTGART",2
1371,2023-05-22,-31.56,-31.56,Food,USD,"Tegut Filiale Stuttgart","Tegut Filiale 2328       STUTTGART",2
1372,2023-05-18,-15.0,-15.0,Other,USD,"National Student Clearinghouse","COLLEGE TRANSCRIPT       703-742-4200 VA",2
1373,2023-05-18,-10.0,-10.0,Other,USD,Parchment,"PARCHMENT-UNIV DOCS      480-719-1646 AZ",2
1374,2023-05-18,-10.0,-10.0,Other,USD,Parchment,"PARCHMENT-UNIV DOCS      480-719-1646 AZ",2
1375,2023-05-18,-5.5,-5.5,Other,USD,Parchment,"PARCHMENT-UNIV DOCS      480-719-1646 AZ",2
1376,2023-05-18,-5.0,-5.0,Other,USD,Parchment,"PARCHMENT-UNIV DOCS      480-719-1646 AZ",2
1377,2023-05-18,-22.26,-22.26,Shopping,USD,Amazon,"AMZN Mktp DE*1X6HP9IU5   800-279-6620",2
1378,2023-05-17,-14.61,-14.61,Food,USD,"McDonald's","MCDONALDS 01707          STUTTGART",2
1379,2023-05-16,-300.0,-300.0,Credit,USD,"USAA Credit Card","USAA CREDIT CARD PAYMENT",2
1380,2023-05-16,-13.24,-13.24,Entertainment,USD,"YouTube Premium","GOOGLE *YouTubePremium   G.CO/HELPPAY#",2
1381,2023-05-16,-23.48,-23.48,Insurance,USD,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********5038",2
1382,2023-05-16,-23.83,-23.83,Food,USD,"Tegut Filiale Stuttgart","Tegut Filiale 2328       STUTTGART",2
1383,2023-05-12,-16.4,-16.4,Food,USD,"Tegut Filiale Stuttgart","Tegut Filiale 2328       STUTTGART",2
1384,2023-05-10,4.35,4.35,Other,USD,"ATM Fee Rebate","ATM REBATE",2
1385,2024-05-16,-28.02,-28.02,Insurance,USD,"USAA P&C         AUTOPAY    ***********5038","USAA P&C         AUTOPAY    ***********5038",2
1386,2024-05-15,-134.08,-134.08,Debt,USD,ICPAYMENT,ICPAYMENT,2
1387,2024-05-15,-14.21,-14.21,Entertainment,USD,"Google YouTubePremium    London","Google YouTubePremium    London",2
1388,2024-05-10,-7.06,-7.06,Entertainment,USD,"Pro Musescore Gent","PRO MUSESCORE            GENT",2
1389,2024-05-09,-300.0,-300.0,Shopping,USD,Exchange,"AAFES-ARMY       ACH PYMT   ***********9616",2
1390,2024-05-08,-100.0,-100.0,Credit,USD,"Chase Credit Card","CHASE CREDIT CRD EPAY       ***********6142",2
1391,2024-05-07,-300.0,-300.0,Credit,USD,"USAA Credit Card","USAA CREDIT CARD PAYMENT",2
1392,2024-05-02,-9.26,-9.26,Entertainment,USD,"Google Cloud","GOOGLE*CLOUD SK6N7Q      CC GOOGLE.COM",2
1393,2024-05-02,-2.9,-2.9,Entertainment,USD,"Amazon Web Services","Amazon web services      aws.amazon.coWA",2
1394,2024-05-02,-51.15,-51.15,Utilities,USD,"American International","AMERICAN INTERNATIONAL   800-8412782  GA",2
1395,2024-05-01,-43.67,-43.67,Entertainment,USD,Ancestry,"ANC*ANCESTRY.COM         800-2623787  UT",2
1396,2024-04-29,1962.88,1962.88,Income,USD,"Defense Finance and Accounting Service","DFAS-CLEVELAND   RET NET    ***********8900",2
1397,2024-04-26,-160.0,-160.0,Debt,USD,"IRS Tax Payment","IRS              USATAXPYMT ***********7231",2
1398,2024-04-16,-300.0,-300.0,Credit,USD,"USAA Credit Card","USAA CREDIT CARD PAYMENT",2
1399,2024-04-16,-28.02,-28.02,Insurance,USD,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********5038",2
1400,2024-04-15,-14.08,-14.08,Entertainment,USD,"YouTube Premium","Google YouTubePremium    London",2
1401,2024-04-15,-1004.22,-1004.22,Other,USD,Wise,"Wise Inc         WISE       ***********Wise",2
1402,2024-04-10,-7.06,-7.06,Entertainment,USD,"Pro Musescore Gent","PRO MUSESCORE            GENT",2
1403,2024-04-05,-200.0,-200.0,Shopping,USD,Exchange,"AAFES-ARMY       ACH PYMT   ***********9616",2
1404,2024-04-04,-100.0,-100.0,Credit,USD,"Chase Credit Card","CHASE CREDIT CRD EPAY       ***********5191",2
1405,2024-04-03,-58.0,-58.0,Shopping,USD,"Esendgo Cancertreat Givede","GIVESENDGO-CANCERTREAT   HTTPSWWW.GIVEDE",2
1406,2024-04-02,-9.51,-9.51,Entertainment,USD,"Google Cloud","GOOGLE*CLOUD C4H2NM      CC GOOGLE.COM",2
1407,2024-04-02,-55.04,-55.04,Entertainment,USD,"Amazon Web Services","Amazon web services      aws.amazon.coWA",2
1408,2024-04-02,-51.15,-51.15,Utilities,USD,"American International","AMERICAN INTERNATIONAL   800-8412782  GA",2
1409,2024-04-01,-43.67,-43.67,Entertainment,USD,Ancestry,"ANC*ANCESTRY.COM         ANC*ANCESTRY.UT  80",2
1410,2024-03-29,-175.0,-175.0,Other,USD,"H&R Block","HRB ONLINE TAX PRODUCT   HRB ONLINE TAMO  80",2
1411,2024-03-28,1962.88,1962.88,Income,USD,"Defense Finance and Accounting Service","DFAS-CLEVELAND   RET NET    ***********8900",2
1412,2024-03-27,-13.25,-13.25,Food,USD,"Frittenwerk Stuttgart","FRITTENWERK STUTTGART    STUTTGART",2
1413,2024-03-25,-124.72,-124.72,Food,USD,"Marc Schuster E K Stuttgart","MARC SCHUSTER E.K.       STUTTGART",2
1414,2024-03-25,-17.94,-17.94,Food,USD,"Rewe Lang & Co Stuttgart","REWE Lang GmbH & Co. KG  Stuttgart",2
1415,2024-03-18,-350.0,-350.0,Credit,USD,"USAA Credit Card","USAA CREDIT CARD PAYMENT",2
1416,2024-03-18,-14.37,-14.37,Entertainment,USD,"YouTube Premium","Google YouTubePremium    LONDON",2
1417,2024-03-18,-28.02,-28.02,Insurance,USD,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********5038",2
1418,2024-03-18,-52.73,-52.73,Food,USD,"Marc Schuster E K Stuttgart","MARC SCHUSTER E.K.       STUTTGART",2
1419,2024-03-15,-110.68,-110.68,Entertainment,USD,"Landesbank Baden Wumilaneo","256100Landesbank Baden-WuMILANEO",2
1420,2024-03-14,-29.85,-29.85,Shopping,USD,"Primark Stuttgart Milaneostuttgart","PRIMARK STUTTGART MILANEOSTUTTGART",2
1421,2024-03-11,-7.06,-7.06,Entertainment,USD,"Pro Musescore Gent","PRO MUSESCORE            GENT",2
1422,2024-03-11,-34.95,-34.95,Entertainment,USD,"Jaz Stuttgart","JAZ STUTTGART            STUTTGART",2
1423,2024-03-11,-57.9,-57.9,Food,USD,"Block House Stuttgart","BLOCK HOUSE 1123         STUTTGART",2
1424,2024-03-11,-11.87,-11.87,Food,USD,"Am Betriebs Amade Stuttgart","AM BETRIEBS GMBH AMADE   STUTTGART",2
1425,2024-03-05,-200.0,-200.0,Shopping,USD,Exchange,"AAFES-ARMY       ACH PYMT   ***********9616",2
1426,2024-03-04,-7.15,-7.15,Entertainment,USD,"Google Cloud","GOOGLE*CLOUD 6WPR35      CC GOOGLE.COM",2
1427,2024-03-04,-100.0,-100.0,Credit,USD,"Chase Credit Card","CHASE CREDIT CRD EPAY       ***********8946",2
1428,2024-03-04,-43.67,-43.67,Entertainment,USD,Ancestry,"ANC*ANCESTRY.COM         800-2623787  UT",2
1429,2024-03-04,-41.88,-41.88,Entertainment,USD,"Amazon Web Services","Amazon web services      AWS.AMAZON.COWA",2
1430,2024-03-04,-51.15,-51.15,Utilities,USD,American,"AMERICAN INTERNATIONAL MO800-8412782  GA",2
1431,2024-03-01,-6.07,-6.07,Entertainment,USD,OnlyFans,"CCBill.com  *OnlyFans    888-5969279  CA",2
1432,2024-02-28,1962.88,1962.88,Income,USD,"Defense Finance and Accounting Service","DFAS-CLEVELAND   RET NET    ***********8900",2
1433,2024-02-22,-90.05,-90.05,Food,USD,"Marc Schuster E K Stuttgart","MARC SCHUSTER E.K.       STUTTGART",2
1434,2024-02-21,-14.16,-14.16,Entertainment,USD,"Media Markt Hifi El Stuttgart","MEDIA MARKT TV-HIFI-EL   STUTTGART",2
1435,2024-02-20,-300.0,-300.0,Credit,USD,"USAA Credit Card","USAA CREDIT CARD PAYMENT",2
1436,2024-02-20,-28.55,-28.55,Entertainment,USD,OnlyFans,"CCBill.com  *OnlyFans    888-5969279  CA",2
1437,2024-02-20,-11.89,-11.89,Entertainment,USD,OnlyFans,"CCBill.com  *OnlyFans    888-5969279  CA",2
1438,2024-02-16,-14.09,-14.09,Entertainment,USD,"YouTube Premium","Google YouTubePremium    LONDON",2
1439,2024-02-16,-23.47,-23.47,Insurance,USD,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********5038",2
1440,2024-02-15,-17.85,-17.85,Entertainment,USD,OnlyFans,"CCBill.com  *OnlyFans    888-5969279  CA",2
1441,2024-02-15,-11.9,-11.9,Entertainment,USD,OnlyFans,"CCBill.com  *OnlyFans    888-5969279  CA",2
1442,2024-02-12,-7.06,-7.06,Entertainment,USD,"Musescore Pro Gent","MUSESCORE PRO            GENT",2
1443,2024-02-07,-600.0,-600.0,Other,USD,"USAA Loan Payment","USAA LOAN PAYMENT",2
1444,2024-02-02,-40.6,-40.6,Entertainment,USD,"Amazon Web Services","Amazon web services      AWS.AMAZON.COWA",2
1445,2024-02-02,-51.15,-51.15,Utilities,USD,American,"AMERICAN INTERNATIONAL MO800-8412782  GA",2
1446,2024-02-02,-200.0,-200.0,Shopping,USD,Exchange,"AAFES-ARMY       ACH PYMT   ***********9616",2
1447,2024-02-01,-5.91,-5.91,Entertainment,USD,"Google Cloud","Google CLOUD XW24zD      DUBLIN",2
1448,2024-02-01,-100.0,-100.0,Credit,USD,"Chase Credit Card","CHASE CREDIT CRD EPAY       ***********5695",2
1449,2024-01-31,-43.67,-43.67,Entertainment,USD,Ancestry,"ANC*ANCESTRY.COM         800-2623787  UT",2
1450,2024-01-30,1962.88,1962.88,Income,USD,"Defense Finance and Accounting Service","DFAS-CLEVELAND   RET NET    ***********8900",2
1451,2024-01-30,-3.3,-3.3,Entertainment,USD,"Deutsche Bahn Connect Frankfurt","DEUTSCHE BAHN CONNECT    FRANKFURT",2
1452,2024-01-22,-300.0,-300.0,Credit,USD,"USAA Credit Card","USAA CREDIT CARD PAYMENT",2
1453,2024-01-18,-11.89,-11.89,Entertainment,USD,OnlyFans,"CCBill.com  *OnlyFans    888-5969279  CA",2
1454,2024-01-18,-11.42,-11.42,Entertainment,USD,OnlyFans,"CCBill.com  *OnlyFans    888-5969279  CA",2
1455,2024-01-17,-23.48,-23.48,Insurance,USD,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********5038",2
1456,2024-01-16,-238.22,-238.22,Mobility,USD,Lufthansa,"LUFTHANSA   2204022196404KOLN",2
1457,2024-01-16,268.9,268.9,Mobility,USD,"Alaska Airlines","ALASKA AIR  0272355568151SEATTLE      WA",2
1458,2024-01-16,-41.65,-41.65,Entertainment,USD,OnlyFans,"CCBill.com  *OnlyFans    888-5969279  CA",2
1459,2024-01-16,-17.85,-17.85,Entertainment,USD,OnlyFans,"CCBill.com  *OnlyFans    888-5969279  CA",2
1460,2024-01-16,-14.41,-14.41,Entertainment,USD,"YouTube Premium","GOOGLE *YouTubePremium   G.CO/HELPPAY#",2
1461,2024-01-16,-9.52,-9.52,Entertainment,USD,OnlyFans,"CCBill.com  *OnlyFans    888-5969279  CA",2
1462,2024-01-16,435.04,435.04,Other,USD,Wise,"Wise Inc         WISE       ***********",2
1463,2024-01-12,-30.0,-30.0,Mobility,USD,"Delta Airlines","DELTA AIR   Baggage Fee  SEATTLE      WA",2
1464,2024-01-12,-20.0,-20.0,Other,USD,"Washington State Department of Licensing","WA STATE DOL     WA DRIVER  ***********9300",2
1465,2024-01-12,-12.0,-12.0,Food,USD,"McDonald's","MCDONALD'S F472          SEATTLE      WA",2
1466,2024-01-12,-27.75,-27.75,Phone,USD,T-Mobile,"T-MOBILE HOTSPOT GMBH    BONN",2
1467,2024-01-12,-14.5,-14.5,Mobility,USD,"Metropolitan Transportation Authority","MTA*METROCARD MACHINE    NEW YORK     NY",2
1468,2024-01-11,-497.6,-497.6,Mobility,USD,"Delta Airlines","DELTA AIR   0062201447405800-2211212  CA",2
1469,2024-01-11,-5.49,-5.49,Shopping,USD,"Hudson News","HUDSONNEWS ST1110        SEATAC       WA",2
1470,2024-01-11,-12.15,-12.15,Shopping,USD,"MetroCard Vending Machines","MTA*METROCARD/AIRTRAIN   NEW YORK     NY",2
1471,2024-01-11,-33.59,-33.59,Insurance,USD,"Allianz Travel Insurance","ALLIANZ TRAVEL INS       ALLIANZINS.USVA",2
1472,2024-01-10,-7.06,-7.06,Entertainment,USD,"Musescore Pro Gent","MUSESCORE PRO            GENT",2
1473,2024-01-10,-300.0,-300.0,Shopping,USD,Exchange,"AAFES-ARMY       ACH PYMT   ***********9616",2
1474,2024-01-10,-74.56,-74.56,Shopping,USD,Walmart,"WAL-MART #2317Wal-Mart SuBREMERTON    WA",2
1475,2024-01-09,-100.0,-100.0,Credit,USD,"Chase Credit Card","CHASE CREDIT CRD EPAY       ***********0745",2
1476,2024-01-04,-2.04,-2.04,Entertainment,USD,Microsoft,"MSFT * E0800QFRKS        MSFT AZURE",2
1477,2024-01-04,-8.54,-8.54,Shopping,USD,Walgreens,"WALGREENS STORE 3333 WHEABREMERTON    WA",2
1478,2024-01-04,-7.41,-7.41,Shopping,USD,Walgreens,"WALGREENS STORE 3333 WHEABREMERTON    WA",2
1479,2024-01-04,-3.05,-3.05,Shopping,USD,Walgreens,"WALGREENS STORE 3333 WHEABREMERTON    WA",2
1480,2024-01-03,-51.15,-51.15,Utilities,USD,American,"AMERICAN INTERNATIONAL MO800-8412782  GA",2
1481,2024-01-02,-30.0,-30.0,Mobility,USD,"Alaska Airlines","ALASKA AIR  0272356335919SEATTLE      WA",2
1482,2024-01-02,-6.02,-6.02,Entertainment,USD,"Google Cloud","GOOGLE*CLOUD ZNDXSF      CC GOOGLE.COM",2
1483,2024-01-02,-43.67,-43.67,Entertainment,USD,Ancestry,"ANC*ANCESTRY.COM         800-2623787  UT",2
1484,2024-01-02,-10.15,-10.15,Entertainment,USD,"Amazon Web Services","Amazon web services      AWS.AMAZON.COWA",2
1485,2024-01-02,-52.7,-52.7,Mobility,USD,"Newtaxipass New","NEWTAXIPASS              NEW HYDE PARKNY",2
1486,2024-01-02,-42.56,-42.56,Shopping,USD,Amazon,"AMZN Mktp US*TK8R61C50   AMZN.COM/BILLWA",2
1487,2024-01-02,-38.99,-38.99,Shopping,USD,"Navy Exchange","NAVY EXCHANGE 110440PUGETBREMERTON    WA",2
1488,2023-12-29,-27.29,-27.29,Entertainment,USD,"Total Wine and More","TOTAL WINE AND MORE 14121SILVERDALE   WA",2
1489,2023-12-29,-15.76,-15.76,Food,USD,"Firehouse Subs","FIREHOUSE SUBS B22 FOO   NEWARK       NJ",2
1490,2023-12-29,-21.53,-21.53,Shopping,USD,Walmart,"WAL-MART #2317           BREMERTON    WA",2
1491,2023-12-28,-10.66,-10.66,Mobility,USD,"Byrne Dairy","BYRNE DAIRY 60           WATERTOWN    NY",2
1492,2023-12-28,-118.01,-118.01,Entertainment,USD,"Motel 6","MOTEL 6-ELIZABETH        ELIZABETH    NJ",2
1493,2023-12-28,-2.0,-2.0,Entertainment,USD,"Motel 6","MOTEL 6 - PARTH PATEL    MALVERN      PA",2
1494,2023-12-28,-1.0,-1.0,Entertainment,USD,"Motel 6","MOTEL 6 - PARTH PATEL    MALVERN      PA",2
1495,2023-12-28,-15.75,-15.75,Mobility,USD,"Penn Sta","NY PENN STA   01220003   NEW YORK     NY",2
1496,2023-12-27,1956.7,1956.7,Income,USD,"Defense Finance and Accounting Service","DFAS-CLEVELAND   RET NET    ***********8900",2
1497,2023-12-26,-25.0,-25.0,Shopping,USD,Amazon,"Amazon.com*YB4XY2LC3     AMZN.COM/BILLWA",2
1498,2023-12-26,-44.85,-44.85,Mobility,USD,"Bremerton Kitsap Airport","BREMERTON-KITSAP AIRPORT PORT ORCHARD WA",2
1499,2023-12-22,-28.49,-28.49,Entertainment,USD,"The Wine Sellar","THE WINE SELLAR21305 SAMSWATERTOWN    NY",2
1500,2023-12-22,-103.95,-103.95,Shopping,USD,"SHOE DEPT. ENCORE","SHOE DEPT 0514           WATERTOWN    NY",2
1501,2023-12-22,-20.79,-20.79,Shopping,USD,Burlington,"BURLINGTON STORES 584    WATERTOWN    NY",2
1502,2023-12-22,-85.99,-85.99,Food,USD,"Taco Bell","TACO BELL #4025          WATERTOWN    NY",2
1503,2023-12-22,-71.72,-71.72,Shopping,USD,Walmart,"WAL-MART #187120823 NYS RWATERTOWN    NY",2
1504,2023-12-21,-33.24,-33.24,Mobility,USD,Sunoco,"SUNOCO 0937628600430 FACTWATERTOWN    NY",2
1505,2023-12-19,-100.0,-100.0,Mobility,USD,"Alaska Airlines","ALASKA AIR  0272355568151SEATTLE      WA",2
1506,2023-12-18,-7.53,-7.53,Food,USD,"Blue Bottle Coffee","SQ *BLUE BOTTLE COFFEE   NEW YORK     NY",2
1507,2023-12-18,-13.33,-13.33,Entertainment,USD,"YouTube Premium","GOOGLE *YouTubePremium   G.CO/HELPPAY#",2
1508,2023-12-18,-61.0,-61.0,Food,USD,"McDonald's","MCDONALD'S F24260        CENTRAL SQ   NY",2
1509,2023-12-18,-23.48,-23.48,Insurance,USD,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********5038",2
1510,2023-12-18,-267.41,-267.41,Entertainment,USD,"Holiday Inn Express","HOLIDAY INN EXPRESS JAMA 7185584001   NY",2
1511,2023-12-18,-5.0,-5.0,Mobility,USD,"Long Island Rail Road","MTA*LIRR STATION TIX 1   JAMAICA      NY",2
1512,2023-12-18,25.0,25.0,Mobility,USD,Amtrak,"AMTRAK      3490910668227NEW YORK     NY",2
1513,2023-12-15,-6.02,-6.02,Entertainment,USD,"Google Cloud","GOOGLE*CLOUD VFZZ3N      CC GOOGLE.COM",2
1514,2023-12-11,-7.06,-7.06,Entertainment,USD,"Musescore Pro Gent","MUSESCORE PRO            GENT",2
1515,2023-12-04,-6.5,-6.5,Entertainment,USD,Microsoft,"MSFT *<E0800Q1I07>       MSFT AZURE",2
1516,2023-12-04,-51.15,-51.15,Utilities,USD,American,"AMERICAN INTERNATIONAL MO800-8412782  GA",2
1517,2023-12-04,-200.0,-200.0,Shopping,USD,Exchange,"AAFES-ARMY       ACH PYMT   ***********9616",2
1518,2023-12-01,-100.0,-100.0,Credit,USD,"Chase Credit Card","CHASE CREDIT CRD EPAY       ***********8753",2
1519,2023-12-01,-43.67,-43.67,Entertainment,USD,Ancestry,"ANC*ANCESTRY.COM         800-2623787  UT",2
1520,2023-11-30,-300.0,-300.0,Credit,USD,"USAA Credit Card","USAA CREDIT CARD PAYMENT",2
1521,2023-11-29,1898.01,1898.01,Income,USD,"Defense Finance and Accounting Service","DFAS-CLEVELAND   RET NET    ***********8900",2
1522,2023-11-22,-9.49,-9.49,Food,USD,"McDonald's","MCDONALDS 01707          STUTTGART",2
1523,2023-11-20,-24.28,-24.28,Food,USD,"Netto Marken-Discount","Netto Marken-Discount    STUTTGART",2
1524,2023-11-20,-16.6,-16.6,Food,USD,"Tegut Filiale Stuttgart","Tegut Filiale 2328       STUTTGART",2
1525,2023-11-20,-30.88,-30.88,Shopping,USD,Amazon,"AMZN Mktp DE*HI6S29E44   800-279-6620",2
1526,2023-11-16,-13.19,-13.19,Entertainment,USD,"YouTube Premium","GOOGLE *YouTubePremium   G.CO/HELPPAY#",2
1527,2023-11-16,-23.48,-23.48,Insurance,USD,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********5038",2
1528,2023-11-13,-64.66,-64.66,Food,USD,"Netto Marken-Discount","Netto Marken-Discount    STUTTGART",2
1529,2023-11-10,-108.35,-108.35,Entertainment,USD,"Landesbank Baden Wumilaneo","256100Landesbank Baden-WuMILANEO",2
1530,2023-11-03,-14.04,-14.04,Entertainment,USD,Microsoft,"MSFT *<E0800PNBPU>       MSFT AZURE",2
1531,2023-11-02,-6.21,-6.21,Entertainment,USD,"Google Cloud","GOOGLE*CLOUD XX6WWF      CC GOOGLE.COM",2
1532,2023-11-02,-51.15,-51.15,Utilities,USD,American,"AMERICAN INTERNATIONAL MO800-8412782  GA",2
